conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,aspek
1710086024096104929,Fri Oct 06 00:14:14 +0000 2023,1316,Politik selalu menyeret paksa agama selama berabad-abad untuk terlibat dalam kejahatannya. Ia menyuntikkan cairan ke pembuluh umat beragama dengan penyakit yang sulit untuk disembuhkan. Dan ketika kecerdasan saja bisa terlena apalagi kebodohan. Politik menipu umat beragama https://t.co/iuj6WwwTU6,1710086024096104929,https://pbs.twimg.com/media/F7tyK9gaMAA5fxs.jpg,,in,,42,543,296,https://x.com/undefined/status/1710086024096104929,1619899748387000322,,/content/tweets-data/-akseptabilitas
1739525975023788166,Tue Dec 26 05:58:05 +0000 2023,2337,Negara ini diwariskan bagi seluruh anak keturunan bangsa Indonesia bukan hanya bagi keluarga Baginda Berhala itu saja. Tapi apa lacur hari ini banyak elite politik berpura-pura buta atas segala penyalahgunaan kekuasaan yg dilakukan oleh Sang Paduka . Para politisi itu https://t.co/sAvjHJBjdY,1739525975023788166,https://pbs.twimg.com/media/GCQJp-daUAAEtL0.jpg,,in,,59,536,572,https://x.com/undefined/status/1739525975023788166,1619899748387000322,,/content/tweets-data/-akseptabilitas
1756121982691869043,Sat Feb 10 01:51:24 +0000 2024,1933,Nih bukti bahwa gaya kepemimpinan beliau menipiskan dinding antara mayoritas &amp; minoritas https://t.co/MG7yzjI8uV,1756133733294649498,https://pbs.twimg.com/media/GF8KUrwbgAAROJG.jpg,pastacikin,in,,9,5,227,https://x.com/undefined/status/1756133733294649498,1676097213234319361,,/content/tweets-data/-akseptabilitas
1723671639165120860,Sun Nov 12 11:58:37 +0000 2023,1120,Rembang Melawan Ketika Guru Bangsa Bersuara Lantang Melihat Negeri Ini Diacak-acak Oleh : Angwar Sanusi Hari Minggu atau pagi tadi sejumlah guru bangsa berkumpul di kediaman Gus Mus di Rembang. Ada Lukman Hakim mantan menteri agama Omi Komariah istri mendiang Nurkholis https://t.co/Z27xZZpvI4,1723671639165120860,https://pbs.twimg.com/media/F-u2N9BbQAA2n95.jpg,,in,,12,1579,722,https://x.com/undefined/status/1723671639165120860,48359478,,/content/tweets-data/-akseptabilitas
1784493301313515987,Sun Apr 28 08:02:11 +0000 2024,1672,Ga cuma becuk ya tapi secara umum pemerintah terkesan mengambil kebijakan tanpa basis data (evidence based policy). Kebijakan banyak yang terkesan reaktif ketika dikomplain keras di sosmed baru direvisi (viral based policy). Kondisi begini jika terus berulang bikin,1784493301313515987,,,in,,58,55,712,https://x.com/undefined/status/1784493301313515987,15440108,,/content/tweets-data/-akseptabilitas
1725357351413379553,Fri Nov 17 03:37:02 +0000 2023,955,Menilai Geopolitik Setiap Capres Oleh : Kadian Madya Di Jakarta Dimana-mana yang namanya leader itu tumpuan pertama yang dilihat dari segi manapun. Tanpa terkecuali menuju tahun politik ini kita diminta teliti untuk menentukan pilihan agar kesempatan negara lebih unggul bisa https://t.co/vS5yyfZBxw,1725357351413379553,https://pbs.twimg.com/media/F_GzXOuakAA3753.jpg,,in,,5,1722,711,https://x.com/undefined/status/1725357351413379553,48359478,,/content/tweets-data/-akseptabilitas
1752180776962277813,Tue Jan 30 04:03:45 +0000 2024,758,IKAN TERI | yang berasal dari famili Engraulidae memang kecil tapi kalau jumlahnya segunung Rinjani kapal besar bisa ditenggelamkan. Jangan pernah mengecilkan keberanian jelata menyatakan sikap politik yg berbeda secara langsung di depan hidung penguasa ( yg terus - menerus https://t.co/1GwzgkpaJY,1752180776962277813,https://pbs.twimg.com/ext_tw_video_thumb/1752180743982522369/pu/img/h0EzLUser2wRn0Pm.jpg,,in,,16,90,220,https://x.com/undefined/status/1752180776962277813,1159689173340585984,,/content/tweets-data/-akseptabilitas
1755953554744066100,Fri Feb 09 13:55:26 +0000 2024,1227,Tuduhan Grace Kepada Guru Besar Menyesatkan Masyarakat Indonesia Oleh : Arif Hidayat Kian hari semakin banyak akademisi melakukan kritik terhadap pemerintahan Jokowi. Pastinya tindakan guru besar bukan tanpa alasan melayangkan protes. Sebab akademisi mengajarkan https://t.co/LWcv1hFeNi,1755953554744066100,https://pbs.twimg.com/media/GF5mcdSagAAPUNQ.jpg,,in,,32,231,390,https://x.com/undefined/status/1755953554744066100,48359478,,/content/tweets-data/-akseptabilitas
1716836761215905817,Tue Oct 24 15:19:15 +0000 2023,1137,𝘖𝘱𝘪𝘯𝘪 : 𝗗𝗶𝗻𝗮𝘀𝘁𝗶 𝗞𝗲𝗸𝘂𝗮𝘀𝗮𝗮𝗻 𝗗𝗲𝗺𝗶 𝗥𝗮𝗸𝘆𝗮𝘁 : 𝗡𝗲𝗼𝗽𝗮𝘁𝗿𝗶𝗺𝗼𝗻𝗶𝗮𝗹𝗶𝘀𝘁𝗶𝗸 𝗮𝗹𝗮 𝗣𝗿𝗮𝗯𝗼𝘄𝗼. Menerima dan mengukuhkan Dinasti Kekuasaan atau Dinasti Politik sebagai bagian dari jalan atau konsep pengabdian pada rakyat adalah sebuah https://t.co/qksJMEDplw,1716836761215905817,https://pbs.twimg.com/media/F9Nt7nFboAASPVr.jpg,,in,,34,177,658,https://x.com/undefined/status/1716836761215905817,992488238609678336,,/content/tweets-data/-akseptabilitas
1766614098916372876,Sat Mar 09 23:56:37 +0000 2024,563,Beliau memang telah melenceng jauh dr konstitusi tp beliau bersedia mundur Krn melihat dg jelas bhw dirinya sudah tak dikehendaki rakyat utk memimpin Tp alkisah di Konoha stiap ada demo pak lurahnya selalu kabur. Hanya Allah yg tau kpn dn bgmn dia berakhir Pagii.. #quoteoftheday https://t.co/cJmvxgTJ8u,1766614098916372876,https://pbs.twimg.com/ext_tw_video_thumb/1766614033627750400/pu/img/wdNbSRE2Flv8DzL7.jpg,,in,,11,41,229,https://x.com/undefined/status/1766614098916372876,1428002673815482369,,/content/tweets-data/-akseptabilitas
1748893963082494177,Sun Jan 21 02:23:08 +0000 2024,1435,Jangan kalian tanya penduduk Indonesia tapi tanyakan pada penduduk dunia yg ada disetiap negara maka niscaya kalian akan dapati jawaban yang sama. Jika ada Kandidat Presiden di sebuah Negara dengan kriteria : Karakternya Temperamental Wataknya Emosional Berpolitiknya https://t.co/zf7SYdBSet,1748893963082494177,https://pbs.twimg.com/amplify_video_thumb/1748893799349456896/img/iAI1qJIVAb6W2NPq.jpg,,in,,24,46,697,https://x.com/undefined/status/1748893963082494177,992488238609678336,,/content/tweets-data/-akseptabilitas
1750425142558400686,Thu Jan 25 07:47:29 +0000 2024,1286,️ Wabah Politik Kebinatangan Jokowi Perusak Demokrasi ! Faizal Assegaf (kritikus) Sudah banyak pelanggaran serius dan kecurangan bernegara dilakoni Presiden Jokowi. Tapi rakyat yang memberi upah buat politisi di DPR dan MPR seolah jadi sarang tikus. Pembohong dan pencuri https://t.co/c3RFp0hSb9,1750425142558400686,https://pbs.twimg.com/ext_tw_video_thumb/1750424884956827648/pu/img/x5ayUbNcah_ccOIh.jpg,,in,,10,34,617,https://x.com/undefined/status/1750425142558400686,2259000780,,/content/tweets-data/-akseptabilitas
1783849527218442244,Fri Apr 26 13:24:04 +0000 2024,404,Jika cara berdemokrasi kubu Prabowo menggunakan fatsun politik kebersamaan dan persatuan yg diwujudkan dengan menggandeng seluruh unsur partai politik masuk dalam kabinet maka politik kekuasaan di Indonesia terbaca sebagai moda demokrasi paling keji dalam memberangus oposisi dan https://t.co/Xpx2aD7V24,1783849527218442244,https://pbs.twimg.com/media/GMGBrzwbcAAi080.jpg,,in,,4,58,146,https://x.com/undefined/status/1783849527218442244,992488238609678336,,/content/tweets-data/-akseptabilitas
1720343336945406403,Fri Nov 03 07:33:08 +0000 2023,232,Bukan Hanya Rakyat biasa yg Menyuarakan Kekecewaanya. Tp juga Para Tokoh menunjukan Kekecewaannya.. Kekecewaah Tokoh ini adlh Bukti bhw Jokowi &amp; Keluarga bnr² ud dluar Batas.. Jokowi sndirilah yg Meruntuhkan Kepercayaan &amp; Cinta Publik pd dirinya https://t.co/pBmYIeV0en,1720343336945406403,https://pbs.twimg.com/ext_tw_video_thumb/1720343135107117057/pu/img/JsZ_S9ErfEsolDdi.jpg,,in,,1,14,47,https://x.com/undefined/status/1720343336945406403,228628424,,/content/tweets-data/-akseptabilitas
1756325989565829509,Sat Feb 10 14:35:21 +0000 2024,8528,akhirnya orang-orang menyuarakan politicians are politicians aku infin angkat ini dari lama tapi aku takut diserang buzzer wkwkwk. anyways salah satu kenapa aku kecewa dgn desak anies kmrn adalah melihat LANGSUNG GLORIFIKASI terhadap anies. let me tell you IT IS SCARY.,1756325989565829509,,,in,,276,38,970,https://x.com/undefined/status/1756325989565829509,1288780932820819968,,/content/tweets-data/-akseptabilitas
1713827467222536352,Mon Oct 16 08:01:24 +0000 2023,3825,️ Putusan MK Hina Gibran Dinasti Jokowi Membusuk by Faizal Assegaf (kritikus) Skenario jahat usung Gibran maju Cawapres gagal total. Ipar presiden Jokowi selaku Ketua MK dihantam oleh amarah jutaan rakyat. Memantik pesan keras jelang Pilpres: Ganyang politik dinasti! https://t.co/FNwH2owKUi,1713827467222536352,https://pbs.twimg.com/media/F8i8ySAbkAAvmhW.jpg,,in,,118,18,1234,https://x.com/undefined/status/1713827467222536352,2259000780,,/content/tweets-data/-akseptabilitas
